Length,Mean,Median
3,0.1690039333333819,0.16718799999989642
4,0.16704503206671387,0.16698197949972382
5,0.16712890153336654,0.16664212500018039
6,0.17032448203338693,0.16863325000031182
7,0.16577008066666774,0.16587760449965572
8,0.1707100890333398,0.17113177100009125
9,0.21433413613337204,0.21428183350008112
10,0.637111419633311,0.6352808960000402
