Length,Mean,Median
3,0.17090708903330476,0.16846066699963558
4,0.16736292096666147,0.168722979499762
5,0.1700799639331308,0.1687154584997188
6,0.18222934053355858,0.17267527100011648
7,0.17302784593345374,0.16993804200046725
8,0.17943345706674638,0.1742520624993631
9,0.2163549972998832,0.21434374950058555
10,0.6490976323331172,0.6464147709993995
11,5.527659478833447,5.493489606500589
